,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILI AGE 0-4,ILI AGE 25-49,ILI AGE 25-64,ILI AGE 5-24,ILI AGE 50-64,ILI AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
2161,Census Regions,Mid-Atlantic,2022,19,3.43135,2.7952,2147,1124,1618,2598,494,497,6860,293,245421,9602,598,0,6.22787,6.22787,0.0
2162,Census Regions,East North Central,2022,19,2.14269,2.05761,1738,1087,1464,2215,377,418,5835,528,283581,21018,1552,36,7.555432,7.38415,0.171282
2163,Census Regions,West North Central,2022,19,1.25675,1.28361,387,188,290,515,102,74,1266,257,98628,6448,223,1,3.4739487,3.45844,0.0155087
2164,Census Regions,South Atlantic,2022,19,3.06568,3.27539,5854,4139,5632,8310,1493,1303,21099,914,644167,8988,607,2,6.7757019,6.75345,0.0222519
2165,Census Regions,East South Central,2022,19,1.80576,1.75562,779,469,608,806,139,144,2337,314,133115,3201,105,1,3.3114602,3.28022,0.0312402
2166,Census Regions,West South Central,2022,19,2.68102,1.9183,456,438,592,749,154,182,1979,210,103164,5726,301,2,5.2916484,5.25672,0.0349284
2167,Census Regions,Mountain,2022,19,2.54675,3.1365,843,870,1203,1500,333,383,3929,281,125267,7202,772,5,10.7886252,10.7192,0.0694252
2168,Census Regions,Pacific,2022,19,2.18498,2.11682,1149,892,1255,1670,363,319,4393,336,207528,16227,1187,13,7.3950834,7.31497,0.0801134
2169,Census Regions,New England,2022,20,2.13089,2.26112,780,802,1117,1261,315,393,3551,243,157046,5629,449,2,8.0120803,7.97655,0.0355303
2170,Census Regions,Mid-Atlantic,2022,20,3.05037,2.62546,2142,1058,1518,2322,460,491,6473,289,246547,9233,514,0,5.56699,5.56699,0.0
2171,Census Regions,East North Central,2022,20,1.92875,1.81137,1594,966,1370,1911,404,387,5262,545,290499,19695,950,5,4.8489472,4.82356,0.0253872
2172,Census Regions,West North Central,2022,20,1.21822,1.2146,411,224,314,448,90,85,1258,265,103573,5867,112,0,1.90898,1.90898,0.0
2173,Census Regions,South Atlantic,2022,20,3.32415,3.59317,6347,4569,6257,9818,1688,1412,23834,912,663314,8313,547,2,6.6041187,6.58006,0.0240587
2174,Census Regions,East South Central,2022,20,1.85782,1.81467,800,443,614,824,171,185,2423,316,133523,3403,50,1,1.4986758,1.46929,0.0293858
2175,Census Regions,West South Central,2022,20,2.01991,1.78443,806,509,673,920,164,158,2557,229,143295,6481,240,6,3.7957083,3.70313,0.0925783
2176,Census Regions,Mountain,2022,20,2.51115,3.0088,792,902,1239,1375,337,347,3753,283,124734,8314,675,2,8.1428958,8.11884,0.0240558
2177,Census Regions,Pacific,2022,20,2.40936,2.32202,1383,987,1343,1867,356,377,4970,332,214038,17773,1522,9,8.614188599999999,8.56355,0.0506386
2178,Census Regions,New England,2022,21,1.69496,1.81019,626,598,873,937,275,303,2739,238,151310,5195,268,0,5.15881,5.15881,0.0
2179,Census Regions,Mid-Atlantic,2022,21,2.73148,2.49491,2038,912,1308,2124,396,392,5862,287,234958,8765,343,6,3.9817441,3.91329,0.0684541
2180,Census Regions,East North Central,2022,21,1.8202,1.69521,1478,839,1188,1513,349,321,4500,540,265454,17513,565,6,3.2604303000000003,3.22617,0.0342603
2181,Census Regions,West North Central,2022,21,1.1614,1.13245,340,198,283,379,85,74,1076,250,95015,5683,107,1,1.9004063,1.88281,0.0175963
2182,Census Regions,South Atlantic,2022,21,3.61786,4.01188,6845,4974,6898,10881,1924,1541,26165,903,652188,9440,885,1,9.3855932,9.375,0.0105932
2183,Census Regions,East South Central,2022,21,1.78614,1.69749,750,446,594,733,148,146,2223,311,130958,3224,88,3,2.8225821,2.72953,0.0930521
2184,Census Regions,West South Central,2022,21,1.76929,1.33287,380,298,392,422,94,78,1272,202,95433,6390,189,9,3.098595,2.95775,0.140845
2185,Census Regions,Mountain,2022,21,2.48199,2.89084,757,842,1183,1204,341,405,3549,281,122767,7114,544,6,7.7312307,7.64689,0.0843407
2186,Census Regions,Pacific,2022,21,2.39111,2.32354,1347,1060,1458,1789,398,405,4999,339,215146,19518,1767,7,9.0890443,9.05318,0.0358643
2187,Census Regions,New England,2022,22,1.37724,1.50727,567,468,677,696,209,221,2161,233,143372,4791,163,1,3.4230825,3.40221,0.0208725
2188,Census Regions,Mid-Atlantic,2022,22,2.67178,2.32,2092,878,1267,1672,389,379,5410,287,233190,7927,213,0,2.68702,2.68702,0.0
2189,Census Regions,East North Central,2022,22,1.73264,1.59547,1565,816,1157,1267,341,368,4357,539,273085,15457,313,10,2.0896656,2.02497,0.0646956
2190,Census Regions,West North Central,2022,22,1.13709,1.18166,376,183,262,315,79,83,1036,249,87673,5639,92,0,1.63149,1.63149,0.0
2191,Census Regions,South Atlantic,2022,22,3.74162,4.11809,7622,5405,7409,9729,2004,1777,26537,902,644401,9172,856,7,9.409069200000001,9.33275,0.0763192
2192,Census Regions,East South Central,2022,22,1.80107,1.70588,752,483,662,578,179,171,2163,298,126797,3059,42,4,1.503762,1.373,0.130762
2193,Census Regions,West South Central,2022,22,2.10126,1.71958,812,473,639,652,166,117,2220,221,129101,6308,154,8,2.5681629999999998,2.44134,0.126823
2194,Census Regions,Mountain,2022,22,2.33264,2.68086,688,817,1096,934,279,393,3111,280,116045,7385,319,2,4.3466518999999995,4.31957,0.0270819
2195,Census Regions,Pacific,2022,22,2.47771,2.36257,1335,1061,1475,1664,414,394,4868,336,206047,18420,1633,14,8.9413643,8.86536,0.0760043
2196,Census Regions,New England,2022,23,1.18023,1.30047,517,423,616,536,193,252,1921,232,147716,4850,81,3,1.7319556999999999,1.6701,0.0618557
2197,Census Regions,Mid-Atlantic,2022,23,2.61562,2.23912,2125,825,1181,1649,356,390,5345,285,238710,7990,101,1,1.2765956,1.26408,0.0125156
2198,Census Regions,East North Central,2022,23,1.498,1.38658,1264,794,1117,1020,323,344,3745,540,270089,14276,184,10,1.3589276000000001,1.28888,0.0700476
2199,Census Regions,West North Central,2022,23,1.0094,0.989421,303,168,258,294,90,84,939,250,94904,5492,49,1,0.9104152999999999,0.892207,0.0182083
2200,Census Regions,South Atlantic,2022,23,3.19846,3.49147,6701,4902,6829,7153,1927,1745,22428,901,642365,8612,515,4,6.0264768,5.98003,0.0464468
2201,Census Regions,East South Central,2022,23,1.48658,1.43863,690,446,617,426,171,147,1880,309,130680,3185,38,2,1.2558843,1.19309,0.0627943
2202,Census Regions,West South Central,2022,23,2.03699,1.69279,724,441,649,571,208,106,2050,219,121102,6473,95,6,1.5603227,1.46763,0.0926927
2203,Census Regions,Mountain,2022,23,1.89201,2.18148,604,689,1002,724,313,340,2670,278,122394,7298,188,1,2.5897524,2.57605,0.0137024
2204,Census Regions,Pacific,2022,23,2.19702,2.08152,1226,966,1326,1353,360,357,4262,328,204754,16867,1200,6,7.150052400000001,7.11448,0.0355724
2205,Census Regions,New England,2022,24,1.07609,1.17734,500,372,545,497,173,189,1731,231,147026,4433,64,0,1.44372,1.44372,0.0
2206,Census Regions,Mid-Atlantic,2022,24,2.43099,2.13831,1883,809,1148,1450,339,387,4868,279,227656,7347,72,2,1.007214,0.979992,0.027222
2207,Census Regions,East North Central,2022,24,1.28838,1.18635,1132,658,944,798,286,316,3190,539,268892,12745,124,16,1.09847,0.972931,0.125539
2208,Census Regions,West North Central,2022,24,0.870459,0.805703,245,169,244,215,75,95,799,243,99168,5170,35,0,0.676983,0.676983,0.0
2209,Census Regions,South Atlantic,2022,24,2.82469,3.09167,6082,4490,6310,5508,1820,1616,19516,896,631245,8284,311,5,3.8145873000000003,3.75423,0.0603573
2210,Census Regions,East South Central,2022,24,1.56696,1.46874,634,486,633,482,147,165,1914,312,130316,3087,27,7,1.1013929999999998,0.874636,0.226757
2211,Census Regions,West South Central,2022,24,2.07944,1.75252,782,480,683,538,203,135,2138,220,121996,6360,82,5,1.3679264,1.28931,0.0786164
2212,Census Regions,Mountain,2022,24,1.69083,1.90128,479,604,888,541,284,345,2253,276,118499,7125,97,0,1.3614,1.3614,0.0
2213,Census Regions,Pacific,2022,24,2.04209,1.96171,1121,873,1211,1176,338,333,3841,306,195799,14925,788,7,5.3266312,5.27973,0.0469012
2214,Census Regions,New England,2022,25,1.01091,1.11482,478,355,537,418,182,190,1623,232,145584,3903,40,1,1.0504713,1.02485,0.0256213
2215,Census Regions,Mid-Atlantic,2022,25,2.4037,2.04675,1854,733,1061,1409,328,378,4702,281,229730,7152,47,0,0.657159,0.657159,0.0
2216,Census Regions,East North Central,2022,25,1.21427,1.11803,1011,665,993,735,328,282,3021,538,270207,11911,82,12,0.789186,0.688439,0.100747
2217,Census Regions,West North Central,2022,25,0.87761,0.867769,264,178,258,244,80,95,861,251,99220,5124,29,1,0.58548,0.565964,0.019516
2218,Census Regions,South Atlantic,2022,25,2.60012,2.80952,5401,4153,5953,4519,1800,1631,17504,899,623024,7354,155,3,2.1484940999999997,2.1077,0.0407941
2219,Census Regions,East South Central,2022,25,1.51405,1.46922,586,531,708,461,177,155,1910,308,130001,2936,15,3,0.613079,0.510899,0.10218
2220,Census Regions,West South Central,2022,25,1.86608,1.57391,702,608,838,600,230,194,2334,234,148293,6697,59,9,1.01538,0.880991,0.134389
2221,Census Regions,Mountain,2022,25,1.49112,1.61458,393,523,760,473,237,319,1945,278,120465,6884,47,2,0.7117959,0.682743,0.0290529
2222,Census Regions,Pacific,2022,25,1.9957,1.90987,1176,930,1304,1074,374,376,3930,334,205773,14549,610,9,4.2545899,4.19273,0.0618599
2223,Census Regions,New England,2022,26,0.930656,1.02061,440,356,522,346,166,211,1519,232,148833,4010,15,3,0.448878,0.374065,0.074813
2224,Census Regions,Mid-Atlantic,2022,26,2.30744,1.99466,1863,771,1100,1232,329,364,4559,256,228560,7042,36,0,0.511218,0.511218,0.0
2225,Census Regions,East North Central,2022,26,1.20035,1.09725,933,633,945,727,312,329,2934,537,267396,11140,49,10,0.5296226,0.439856,0.0897666
2226,Census Regions,West North Central,2022,26,0.868398,0.873962,260,187,266,248,79,92,866,252,99089,4885,16,1,0.34800380000000003,0.327533,0.0204708
2227,Census Regions,South Atlantic,2022,26,2.36399,2.51326,4888,3790,5419,3750,1629,1494,15551,897,618757,7839,132,5,1.7476736000000002,1.68389,0.0637836
2228,Census Regions,East South Central,2022,26,1.6309,1.57128,672,507,693,501,186,169,2035,307,129512,3043,10,12,0.722971,0.328623,0.394348
2229,Census Regions,West South Central,2022,26,2.03723,1.66487,690,491,675,464,184,160,1989,212,119469,6395,52,4,0.8756839000000001,0.813135,0.0625489
2230,Census Regions,Mountain,2022,26,1.47389,1.64222,346,469,694,373,225,283,1696,233,103275,6612,23,1,0.362976,0.347852,0.015124
2231,Census Regions,Pacific,2022,26,1.76131,1.68141,974,800,1213,872,413,358,3417,311,203222,13463,447,1,3.32763776,3.32021,0.00742776
2232,Census Regions,New England,2022,27,0.904868,0.947232,349,356,513,315,157,209,1386,231,146321,3715,8,0,0.215343,0.215343,0.0
2233,Census Regions,Mid-Atlantic,2022,27,2.20323,1.88832,1710,821,1203,1123,382,429,4465,282,236454,7179,16,0,0.222872,0.222872,0.0
2234,Census Regions,East North Central,2022,27,1.1911,1.08619,910,688,1030,678,342,315,2933,537,270027,10070,22,1,0.22840148999999998,0.218471,0.00993049
2235,Census Regions,West North Central,2022,27,1.01098,1.00655,269,209,290,250,81,113,922,251,91600,4846,11,0,0.226991,0.226991,0.0
2236,Census Regions,South Atlantic,2022,27,2.36114,2.4917,4744,3833,5496,3825,1663,1557,15622,901,626962,7232,96,5,1.3965672,1.32743,0.0691372
2237,Census Regions,East South Central,2022,27,1.66523,1.61561,635,581,788,521,207,204,2148,304,132953,3045,12,5,0.558293,0.394089,0.164204
2238,Census Regions,West South Central,2022,27,2.23721,1.79686,685,588,847,589,259,180,2301,226,128057,6433,44,13,0.8860560000000001,0.683973,0.202083
2239,Census Regions,Mountain,2022,27,1.46329,1.59174,362,490,726,456,236,312,1856,278,116602,6771,8,2,0.1476887,0.118151,0.0295377
2240,Census Regions,Pacific,2022,27,1.76257,1.6381,889,805,1171,821,366,409,3290,334,200842,14705,376,4,2.5841516,2.55695,0.0272016
2241,Census Regions,New England,2022,28,0.704267,0.78371,259,303,449,305,146,157,1170,230,149290,3580,11,2,0.36312890000000003,0.307263,0.0558659
2242,Census Regions,Mid-Atlantic,2022,28,1.95051,1.72148,1473,771,1147,1043,376,397,4060,283,235843,6941,15,2,0.2449213,0.216107,0.0288143
2243,Census Regions,East North Central,2022,28,1.20154,1.08876,908,699,1019,729,320,330,2986,536,274256,9295,28,14,0.451856,0.301237,0.150619
2244,Census Regions,West North Central,2022,28,0.920436,0.936261,269,227,315,255,88,108,947,247,101147,5381,15,2,0.31592679999999995,0.278759,0.0371678
2245,Census Regions,South Atlantic,2022,28,2.2427,2.3592,4214,3980,5637,3487,1657,1539,14877,893,630596,7362,68,8,1.032328,0.923662,0.108666
2246,Census Regions,East South Central,2022,28,1.62095,1.59662,589,592,823,514,231,174,2100,302,131528,3112,7,11,0.578406,0.224936,0.35347
2247,Census Regions,West South Central,2022,28,1.98658,1.60159,633,552,762,507,210,139,2041,214,127436,6152,35,8,0.69896,0.568921,0.130039
2248,Census Regions,Mountain,2022,28,1.33089,1.46484,336,484,732,459,248,297,1824,277,124519,6679,13,1,0.2096123,0.19464,0.0149723
2249,Census Regions,Pacific,2022,28,1.61753,1.47613,844,716,986,812,270,364,3006,331,203641,13056,246,2,1.8995086,1.88419,0.0153186
2250,Census Regions,New England,2022,29,0.760265,0.835046,284,314,462,311,148,182,1239,231,148375,3423,5,1,0.1752851,0.146071,0.0292141
2251,Census Regions,Mid-Atlantic,2022,29,1.8543,1.63288,1373,724,1042,1037,318,361,3813,282,233514,7055,11,0,0.155918,0.155918,0.0
2252,Census Regions,East North Central,2022,29,1.24611,1.12381,926,721,1042,785,321,357,3110,535,276737,9199,22,3,0.2717682,0.239156,0.0326122
2253,Census Regions,West North Central,2022,29,0.900651,0.891456,276,211,298,235,87,100,909,250,101968,5543,9,2,0.19844850000000003,0.162367,0.0360815
2254,Census Regions,South Atlantic,2022,29,2.25061,2.3546,4217,3847,5535,3517,1688,1537,14806,899,628811,8712,62,4,0.7575757000000001,0.711662,0.0459137
2255,Census Regions,East South Central,2022,29,1.53402,1.50472,578,574,793,536,219,169,2076,305,137966,3293,6,7,0.39477700000000004,0.182205,0.212572
2256,Census Regions,West South Central,2022,29,2.06276,1.64813,627,563,761,513,198,145,2046,211,124141,6123,35,13,0.783929,0.571615,0.212314
2257,Census Regions,Mountain,2022,29,1.29226,1.43431,322,524,717,467,193,265,1771,277,123474,6749,6,0,0.0889021,0.0889021,0.0
2258,Census Regions,Pacific,2022,29,1.53223,1.40314,758,741,1052,715,311,316,2841,323,202475,12154,192,8,1.6455520000000001,1.57973,0.065822
2259,Census Regions,New England,2022,30,0.786085,0.870642,336,332,457,347,125,161,1301,230,149430,3424,9,1,0.29205559999999997,0.26285,0.0292056
2260,Census Regions,Mid-Atlantic,2022,30,2.06599,1.75737,1425,785,1138,1086,353,385,4034,281,229547,7038,10,0,0.142086,0.142086,0.0
2261,Census Regions,East North Central,2022,30,1.2643,1.14447,911,802,1163,741,361,323,3138,530,274188,9332,24,3,0.2893274,0.25718,0.0321474
2262,Census Regions,West North Central,2022,30,1.02249,1.01276,282,252,330,255,78,105,972,245,95975,5017,9,2,0.2192545,0.17939,0.0398645
2263,Census Regions,South Atlantic,2022,30,2.21464,2.32686,3981,3695,5398,3445,1703,1598,14422,893,619804,6234,29,1,0.4812321,0.465191,0.0160411
2264,Census Regions,East South Central,2022,30,1.55003,1.50738,622,559,753,447,194,204,2026,301,134405,3422,7,16,0.672122,0.204559,0.467563
2265,Census Regions,West South Central,2022,30,2.04411,1.5873,610,485,665,473,180,129,1877,209,118251,5619,33,4,0.65848,0.587293,0.071187
2266,Census Regions,Mountain,2022,30,1.13455,1.30856,299,440,634,423,194,259,1615,277,123418,6275,8,1,0.1434263,0.12749,0.0159363
2267,Census Regions,Pacific,2022,30,1.43961,1.31669,666,698,993,629,295,319,2607,322,197996,11576,139,3,1.2266757000000001,1.20076,0.0259157
2268,Census Regions,New England,2022,31,0.801883,0.8785,338,339,483,301,144,163,1285,226,146272,3212,4,0,0.124533,0.124533,0.0
2269,Census Regions,Mid-Atlantic,2022,31,1.92667,1.676,1358,789,1122,1045,333,388,3913,281,233472,6927,8,1,0.1299263,0.11549,0.0144363
2270,Census Regions,East North Central,2022,31,1.26807,1.14373,899,784,1114,805,330,309,3127,531,273404,8420,23,0,0.273159,0.273159,0.0
2271,Census Regions,West North Central,2022,31,0.936213,0.93804,304,203,283,243,80,82,912,246,97224,4830,5,1,0.1242239,0.10352,0.0207039
2272,Census Regions,South Atlantic,2022,31,2.04326,2.12667,3710,3311,4709,3211,1398,1385,13015,888,611991,6221,26,5,0.49831190000000003,0.417939,0.0803729
2273,Census Regions,East South Central,2022,31,1.43078,1.38615,577,493,682,428,189,167,1854,307,133752,2965,4,9,0.438448,0.134907,0.303541
2274,Census Regions,West South Central,2022,31,1.65362,1.37111,527,439,616,366,177,136,1645,215,119976,5129,25,10,0.6823940000000001,0.487424,0.19497
2275,Census Regions,Mountain,2022,31,1.1406,1.22858,298,355,537,449,182,211,1495,275,121685,6120,11,1,0.1960789,0.179739,0.0163399
2276,Census Regions,Pacific,2022,31,1.28254,1.17098,619,570,840,611,270,265,2335,335,199406,11005,134,2,1.2358036,1.21763,0.0181736
2277,Census Regions,New England,2022,32,0.75349,0.851393,319,280,422,350,142,152,1243,227,145996,3207,8,0,0.249454,0.249454,0.0
2278,Census Regions,Mid-Atlantic,2022,32,1.96081,1.63243,1362,699,996,1041,297,345,3744,281,229352,6058,10,0,0.165071,0.165071,0.0
2279,Census Regions,East North Central,2022,32,1.35361,1.1765,768,681,934,681,253,301,2684,485,228134,7519,11,3,0.1861949,0.146296,0.0398989
2280,Census Regions,West North Central,2022,32,0.863745,0.860066,285,188,264,216,76,79,844,246,98132,4824,5,0,0.103648,0.103648,0.0
2281,Census Regions,South Atlantic,2022,32,2.03154,2.0982,3624,3147,4450,3445,1303,1296,12815,891,610762,5581,29,4,0.5912917,0.51962,0.0716717
2282,Census Regions,East South Central,2022,32,1.51543,1.47246,601,456,644,569,188,144,1958,248,132975,2836,4,7,0.38787099999999997,0.141044,0.246827
2283,Census Regions,West South Central,2022,32,1.56679,1.30877,471,408,561,431,153,116,1579,214,120648,4662,23,10,0.70785,0.49335,0.2145
2284,Census Regions,Mountain,2022,32,1.08548,1.26541,301,429,575,498,146,184,1558,272,123122,6313,3,0,0.047521,0.047521,0.0
2285,Census Regions,Pacific,2022,32,1.22174,1.11721,598,528,774,582,246,263,2217,334,198441,11169,131,3,1.1997501,1.17289,0.0268601
2286,Census Regions,New England,2022,33,0.76417,0.854235,342,297,407,295,110,163,1207,227,141296,3352,5,0,0.149165,0.149165,0.0
2287,Census Regions,Mid-Atlantic,2022,33,1.74789,1.50155,1171,658,961,898,303,357,3387,283,225567,5559,14,0,0.251844,0.251844,0.0
2288,Census Regions,East North Central,2022,33,1.30801,1.20737,1034,736,1053,912,317,303,3302,527,273487,7894,12,3,0.1900175,0.152014,0.0380035
2289,Census Regions,West North Central,2022,33,0.875515,0.921969,316,191,259,274,68,68,917,248,99461,4693,14,1,0.3196253,0.298317,0.0213083
2290,Census Regions,South Atlantic,2022,33,2.23453,2.30058,4209,2977,4264,4505,1287,1143,14121,890,613802,5595,18,5,0.4110815,0.321716,0.0893655
2291,Census Regions,East South Central,2022,33,1.85343,1.79348,776,482,664,973,182,168,2581,305,143910,3096,11,12,0.7428939999999999,0.355297,0.387597
2292,Census Regions,West South Central,2022,33,1.88435,1.51516,616,373,536,699,163,109,1960,209,129359,5179,35,8,0.830276,0.675806,0.15447
2293,Census Regions,Mountain,2022,33,1.2499,1.45464,377,420,584,704,164,132,1797,274,123536,6965,5,1,0.086145,0.0717875,0.0143575
2294,Census Regions,Pacific,2022,33,1.27185,1.15302,638,525,750,674,225,238,2300,330,199476,11303,109,4,0.9997348,0.964346,0.0353888
2295,Census Regions,New England,2022,34,0.784047,0.861844,331,327,473,311,146,138,1253,227,145386,3279,10,1,0.3354681,0.304971,0.0304971
2296,Census Regions,Mid-Atlantic,2022,34,1.84508,1.50294,1138,621,912,846,291,324,3220,283,214247,5498,14,0,0.254638,0.254638,0.0
2297,Census Regions,East North Central,2022,34,1.37311,1.28452,1121,755,1060,1170,305,277,3628,534,282441,8652,13,8,0.2427182,0.150254,0.0924642
2298,Census Regions,West North Central,2022,34,0.895099,0.952569,298,194,262,332,68,74,966,248,101410,4709,3,0,0.0637078,0.0637078,0.0
2299,Census Regions,South Atlantic,2022,34,2.39787,2.48896,4734,3062,4268,5439,1206,1095,15536,880,624196,6618,40,3,0.6497428999999999,0.604412,0.0453309
2300,Census Regions,East South Central,2022,34,2.29421,2.21524,1012,617,808,1272,191,160,3252,303,146801,3656,10,16,0.71116,0.273523,0.437637
2301,Census Regions,West South Central,2022,34,2.76131,2.18516,940,438,557,1200,119,125,2822,209,129144,6583,56,7,0.95701,0.850676,0.106334
2302,Census Regions,Mountain,2022,34,1.51536,1.92129,479,564,750,1063,186,187,2479,274,129028,7946,6,0,0.0755097,0.0755097,0.0
2303,Census Regions,Pacific,2022,34,1.43057,1.29639,739,501,719,960,218,213,2631,322,202948,10555,148,6,1.4590251,1.40218,0.0568451
2304,Census Regions,New England,2022,35,0.73837,0.820933,291,294,409,328,115,162,1190,228,144957,3203,11,1,0.3746487,0.343428,0.0312207
2305,Census Regions,Mid-Atlantic,2022,35,1.7457,1.46762,1146,612,841,1035,229,254,3276,279,223218,5518,17,0,0.308083,0.308083,0.0
2306,Census Regions,East North Central,2022,35,1.48544,1.3858,1186,723,994,1355,271,304,3839,529,277025,9374,22,3,0.2666954,0.234692,0.0320034
2307,Census Regions,West North Central,2022,35,1.0746,1.13003,376,194,280,415,86,68,1139,247,100794,5217,4,0,0.0766724,0.0766724,0.0
2308,Census Regions,South Atlantic,2022,35,2.46662,2.56785,5112,2923,4149,5815,1226,1019,16095,879,626788,6584,38,4,0.6379103,0.577157,0.0607533
2309,Census Regions,East South Central,2022,35,2.27706,2.16848,1000,593,753,1274,160,158,3185,306,146877,3527,12,8,0.567054,0.340232,0.226822
2310,Census Regions,West South Central,2022,35,3.29043,2.55322,1075,534,687,1449,153,99,3310,206,129640,7552,95,14,1.443321,1.25794,0.185381
2311,Census Regions,Mountain,2022,35,1.57422,1.99489,496,610,808,1130,198,183,2617,275,131185,7446,4,1,0.0671501,0.0537201,0.01343
2312,Census Regions,Pacific,2022,35,1.58042,1.44232,842,497,729,1086,232,205,2862,311,198430,11578,132,4,1.1746383,1.14009,0.0345483
2313,Census Regions,New England,2022,36,0.892651,0.989181,331,312,455,469,143,175,1430,228,144564,3383,11,0,0.325155,0.325155,0.0
2314,Census Regions,Mid-Atlantic,2022,36,1.86826,1.53575,1203,645,900,1100,255,304,3507,284,228358,5749,18,0,0.313098,0.313098,0.0
2315,Census Regions,East North Central,2022,36,1.62872,1.50793,1306,839,1164,1476,325,332,4278,531,283700,10030,15,2,0.16949119999999998,0.149551,0.0199402
2316,Census Regions,West North Central,2022,36,1.18776,1.29204,412,237,293,468,56,66,1239,247,95895,5324,8,1,0.1690459,0.150263,0.0187829
2317,Census Regions,South Atlantic,2022,36,2.55524,2.62866,5536,2872,4056,5706,1184,1059,16357,880,622257,6526,66,1,1.0266632999999998,1.01134,0.0153233
2318,Census Regions,East South Central,2022,36,2.30106,2.1789,1134,510,715,1084,205,190,3123,303,143329,3318,17,3,0.6027729,0.512357,0.0904159
2319,Census Regions,West South Central,2022,36,3.2269,2.52829,1264,459,613,1196,154,120,3193,213,126291,7512,117,6,1.6373822,1.55751,0.0798722
2320,Census Regions,Mountain,2022,36,1.46527,1.80081,426,546,721,854,175,172,2173,276,120668,6539,7,1,0.1223429,0.10705,0.0152929
2321,Census Regions,Pacific,2022,36,1.63021,1.50607,936,558,762,1122,204,214,3034,328,201451,11367,169,8,1.5571392000000002,1.48676,0.0703792
2322,Census Regions,New England,2022,37,1.13844,1.24619,498,423,572,696,149,180,1946,229,156156,3782,7,0,0.185087,0.185087,0.0
2323,Census Regions,Mid-Atlantic,2022,37,2.2125,1.90531,1656,715,1025,1572,310,308,4561,283,239384,6625,25,1,0.39245230000000003,0.377358,0.0150943
2324,Census Regions,East North Central,2022,37,1.58545,1.46114,1433,725,1007,1431,282,279,4150,533,284024,9629,26,1,0.28040329999999997,0.270018,0.0103853
2325,Census Regions,West North Central,2022,37,1.20765,1.29218,436,223,307,515,84,83,1341,252,103778,5473,6,1,0.1279005,0.109629,0.0182715
2326,Census Regions,South Atlantic,2022,37,2.58428,2.63319,5665,2736,3807,6150,1071,888,16510,896,626996,6446,113,5,1.8305975,1.75303,0.0775675
2327,Census Regions,East South Central,2022,37,2.10703,2.00124,1134,440,608,963,168,158,2863,300,143061,3260,11,9,0.613497,0.337423,0.276074
2328,Census Regions,West South Central,2022,37,3.10986,2.48608,1210,448,604,1279,156,131,3224,212,129682,8316,159,12,2.05628,1.91198,0.1443
2329,Census Regions,Mountain,2022,37,1.37298,1.65546,426,476,663,799,187,194,2082,280,125766,6221,6,2,0.1285967,0.0964475,0.0321492
2330,Census Regions,Pacific,2022,37,1.6161,1.51279,947,565,776,1205,211,233,3161,337,208952,12517,150,6,1.2463047999999999,1.19837,0.0479348
2331,Census Regions,New England,2022,38,1.20142,1.3269,567,470,666,717,196,221,2171,239,163614,3962,18,0,0.454316,0.454316,0.0
2332,Census Regions,Mid-Atlantic,2022,38,2.44517,2.21317,2154,738,1052,1848,314,326,5380,287,243090,7459,23,0,0.308352,0.308352,0.0
2333,Census Regions,East North Central,2022,38,1.71977,1.6188,1722,741,1023,1548,282,278,4571,528,282369,12256,67,14,0.660901,0.546671,0.11423
2334,Census Regions,West North Central,2022,38,1.2184,1.2684,442,204,286,531,82,78,1337,263,105408,5445,9,2,0.20201989999999997,0.165289,0.0367309
2335,Census Regions,South Atlantic,2022,38,2.93046,2.9587,6550,2880,3935,7139,1055,948,18572,894,627709,6526,212,16,3.493713,3.24854,0.245173
2336,Census Regions,East South Central,2022,38,2.31867,2.18632,1253,415,566,1128,151,151,3098,297,141699,3122,20,12,1.0249840000000001,0.640615,0.384369
2337,Census Regions,West South Central,2022,38,3.78537,2.99148,1609,424,571,1700,147,80,3960,210,132376,8265,231,14,2.964309,2.79492,0.169389
2338,Census Regions,Mountain,2022,38,1.39479,1.66722,507,424,603,787,179,208,2105,279,126258,6563,11,0,0.167606,0.167606,0.0
2339,Census Regions,Pacific,2022,38,1.7759,1.67792,1135,628,880,1315,252,202,3532,337,210499,13857,184,7,1.378366,1.32785,0.050516
2340,Census Regions,New England,2022,39,1.33038,1.42904,662,458,688,741,230,210,2301,239,161017,4230,18,0,0.425532,0.425532,0.0
2341,Census Regions,Mid-Atlantic,2022,39,2.3491,2.1123,2166,797,1131,1669,334,352,5318,284,251763,7694,30,2,0.4159083,0.389914,0.0259943
2342,Census Regions,East North Central,2022,39,1.76835,1.68904,1953,700,979,1548,279,273,4753,533,281402,10709,66,24,0.8404149999999999,0.616304,0.224111
2343,Census Regions,West North Central,2022,39,1.49239,1.57915,649,237,342,645,105,99,1735,264,109869,5265,17,2,0.36087369999999996,0.322887,0.0379867
2344,Census Regions,South Atlantic,2022,39,3.16065,3.16721,6902,2757,3857,7044,1100,1030,18833,895,594625,6271,374,22,6.314781,5.96396,0.350821
